dataset,cell_i,cell_j,tissue_i,tissue_j,junction_type,official_group,distance_to_boundary,tension
dataset1,cell_87,cell_94,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,104.376135214491
dataset1,cell_87,cell_102,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,148.4348236030908
dataset1,cell_88,cell_98,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,82.53574938891154
dataset1,cell_89,cell_94,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,88.27915220654512
dataset1,cell_89,cell_96,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,91.8812186800136
dataset1,cell_89,cell_120,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,87.86564442331829
dataset1,cell_89,cell_121,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,223.80663972991007
dataset1,cell_90,cell_93,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,39.95456388550538
dataset1,cell_90,cell_95,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,17.289473373579
dataset1,cell_91,cell_93,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,319.1463365369845
dataset1,cell_91,cell_101,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,431.8649610760023
dataset1,cell_91,cell_111,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,308.8302410458481
dataset1,cell_91,cell_116,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,494.69755277141047
dataset1,cell_92,cell_99,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,59.11302922682283
dataset1,cell_92,cell_114,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,300.45337889568134
dataset1,cell_93,cell_95,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,20.94522104053081
dataset1,cell_93,cell_111,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,63.19135684287988
dataset1,cell_94,cell_102,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,129.1425878351167
dataset1,cell_94,cell_121,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,145.48239837484837
dataset1,cell_96,cell_110,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,147.21604484370192
dataset1,cell_96,cell_120,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,96.53774321910193
dataset1,cell_98,cell_104,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,176.52348421512514
dataset1,cell_98,cell_109,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,171.68869733667137
dataset1,cell_98,cell_117,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,207.70519826504497
dataset1,cell_99,cell_113,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,75.77371588838051
dataset1,cell_99,cell_114,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,300.1262100493305
dataset1,cell_100,cell_107,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,66.7783538535154
dataset1,cell_100,cell_109,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,133.7001401308362
dataset1,cell_100,cell_119,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,79.39267214103224
dataset1,cell_101,cell_112,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,348.04788885952325
dataset1,cell_101,cell_116,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,437.3166982647029
dataset1,cell_102,cell_113,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,85.82742706799789
dataset1,cell_102,cell_122,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,82.5775466598659
dataset1,cell_103,cell_104,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,76.77618760597588
dataset1,cell_103,cell_106,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,82.46740427113973
dataset1,cell_103,cell_110,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,70.53752470460942
dataset1,cell_104,cell_106,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,43.05032898699274
dataset1,cell_104,cell_117,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,77.33446193646319
dataset1,cell_105,cell_107,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,96.6084441187534
dataset1,cell_105,cell_112,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,65.00936135333565
dataset1,cell_105,cell_128,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,72.13128918871577
dataset1,cell_106,cell_110,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,153.89467102882213
dataset1,cell_106,cell_117,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,76.7886033200581
dataset1,cell_106,cell_124,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,68.39469278475048
dataset1,cell_107,cell_119,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,20.73497542830713
dataset1,cell_107,cell_128,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,55.33355613996506
dataset1,cell_109,cell_117,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,90.21672344322366
dataset1,cell_109,cell_119,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,132.53222876078397
dataset1,cell_109,cell_123,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,247.93564916422204
dataset1,cell_110,cell_120,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,158.56274061216905
dataset1,cell_111,cell_116,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,396.8395708046343
dataset1,cell_112,cell_116,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,209.89362873132623
dataset1,cell_112,cell_128,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,40.19094466229919
dataset1,cell_112,cell_145,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,63.45532702913814
dataset1,cell_112,cell_159,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,45.69431665875212
dataset1,cell_113,cell_114,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,320.5147738326351
dataset1,cell_113,cell_122,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,150.20267986968318
dataset1,cell_113,cell_125,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,108.79225316269316
dataset1,cell_113,cell_138,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,129.78762191123212
dataset1,cell_114,cell_118,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,345.37067303229736
dataset1,cell_114,cell_125,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,325.92039661656463
dataset1,cell_114,cell_129,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,243.40391431784045
dataset1,cell_114,cell_135,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,343.66377207724787
dataset1,cell_117,cell_123,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,232.73354531439884
dataset1,cell_117,cell_124,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,12.828686216613573
dataset1,cell_117,cell_139,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,19.362861471433188
dataset1,cell_119,cell_123,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,268.4762353314639
dataset1,cell_119,cell_128,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,52.17688243130471
dataset1,cell_120,cell_121,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,235.8954592222485
dataset1,cell_120,cell_131,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,173.6458861378634
dataset1,cell_121,cell_122,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,182.07796662651683
dataset1,cell_121,cell_131,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,276.58748385698203
dataset1,cell_121,cell_136,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,159.97385038143452
dataset1,cell_122,cell_136,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,170.53449131029237
dataset1,cell_122,cell_138,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,152.07517870923076
dataset1,cell_122,cell_141,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,93.4416465713738
dataset1,cell_123,cell_128,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,267.2025951842316
dataset1,cell_123,cell_139,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,231.7322277439428
dataset1,cell_123,cell_146,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,291.2663935319921
dataset1,cell_123,cell_153,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,349.2214815099506
dataset1,cell_124,cell_139,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,15.933715520307413
dataset1,cell_124,cell_150,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,77.57659106505098
dataset1,cell_125,cell_135,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,41.5585308834473
dataset1,cell_125,cell_138,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,140.13989923576167
dataset1,cell_126,cell_140,Neural Crest,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,70.31450070256332
dataset1,cell_127,cell_134,Forebrain/Midbrain/Hindbrain,Neural Crest,heterotypic,heterotypic,0,125.85781294828205
dataset1,cell_128,cell_145,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,23.951622619648536
dataset1,cell_128,cell_146,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,51.46078717658098
dataset1,cell_128,cell_155,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,17.157998812056384
dataset1,cell_129,cell_135,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,205.5787448648778
dataset1,cell_130,cell_134,Forebrain/Midbrain/Hindbrain,Neural Crest,heterotypic,heterotypic,0,32.50966106715652
dataset1,cell_130,cell_151,Forebrain/Midbrain/Hindbrain,Neural Crest,heterotypic,heterotypic,0,265.218816224336
dataset1,cell_131,cell_136,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,141.10564347965473
dataset1,cell_131,cell_143,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,161.03787866705892
dataset1,cell_131,cell_152,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,158.11818283137418
dataset1,cell_134,cell_158,Neural Crest,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,126.32640067354404
dataset1,cell_135,cell_138,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,133.85651447879692
dataset1,cell_135,cell_142,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,208.89022634295912
dataset1,cell_135,cell_144,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,138.9292003082035
dataset1,cell_136,cell_141,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,120.85580225658406
dataset1,cell_136,cell_152,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,78.56295899925055
dataset1,cell_136,cell_154,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,127.0493267815868
dataset1,cell_136,cell_157,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,77.6113748255316
dataset1,cell_138,cell_141,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,82.22269911532537
dataset1,cell_138,cell_144,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,10.336195758121876
dataset1,cell_138,cell_149,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,86.7012919379248
dataset1,cell_139,cell_150,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,81.46097387834159
dataset1,cell_139,cell_153,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,147.51613479027864
dataset1,cell_141,cell_149,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,14.042073683679002
dataset1,cell_141,cell_154,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,43.927250929165645
dataset1,cell_142,cell_144,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,145.02052893073184
dataset1,cell_143,cell_152,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,3.652583287590101
dataset1,cell_143,cell_157,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,40.22785339844851
dataset1,cell_143,cell_170,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,73.44469894806997
dataset1,cell_143,cell_176,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,373.2281033179048
dataset1,cell_144,cell_149,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,92.74722974968886
dataset1,cell_144,cell_156,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,85.58461866255269
dataset1,cell_144,cell_164,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,97.43577433023076
dataset1,cell_145,cell_155,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,24.94367942844855
dataset1,cell_145,cell_159,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,20.56837051488007
dataset1,cell_145,cell_169,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,28.155557682779907
dataset1,cell_145,cell_175,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,32.32552108565945
dataset1,cell_146,cell_153,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,125.22848561874798
dataset1,cell_146,cell_155,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,47.70695596605219
dataset1,cell_146,cell_163,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,118.57965642367408
dataset1,cell_146,cell_169,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,51.44372770949518
dataset1,cell_146,cell_183,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,152.74466642215322
dataset1,cell_149,cell_154,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,36.86929060658193
dataset1,cell_149,cell_164,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,125.46560076383972
dataset1,cell_149,cell_171,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,27.986696083247544
dataset1,cell_150,cell_162,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,80.95351528028101
dataset1,cell_152,cell_157,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,39.44837533432102
dataset1,cell_153,cell_163,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,65.4308346564332
dataset1,cell_153,cell_168,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,82.4616979591371
dataset1,cell_154,cell_157,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,86.08012975706677
dataset1,cell_154,cell_167,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,117.23004152352364
dataset1,cell_154,cell_171,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,32.5258150314644
dataset1,cell_154,cell_179,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,32.99551771683544
dataset1,cell_155,cell_169,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,6.786839065500079
dataset1,cell_156,cell_164,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,89.08655934208461
dataset1,cell_156,cell_174,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,49.33646567196424
dataset1,cell_157,cell_167,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,76.17186465204347
dataset1,cell_157,cell_170,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,45.15345619521352
dataset1,cell_157,cell_179,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,55.42355366275504
dataset1,cell_157,cell_184,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,94.22868987308992
